,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a,task_alarm,mix_task,KPU/KnPU,receipt_without_pack,receipt_without_pack_and_alarm,solved_task
1337,12,receipt,2019-08-21 02:13:02,2019-08-21 02:13:09,0,157,2795,1,0,,,,mix_task,KPU,,,task_solved
1338,13,pack,2019-08-21 02:13:54,2019-08-21 02:14:51,1,157,2795,,,,,,,,,,
1339,13,receipt,2019-08-21 02:15:41,2019-08-21 02:15:45,0,157,2795,0,1,,,,,KPU,,,task_solved
1340,14,pack,2019-08-21 02:33:27,2019-08-21 02:34:10,1,157,2795,,,,,,,,,,
1341,14,receipt,2019-08-21 02:36:48,2019-08-21 02:36:54,0,157,2795,0,1,,,,,KPU,,,task_solved
1342,15,pack,2019-08-21 04:29:13,2019-08-21 04:29:59,1,157,2795,,,,,,,,,,
1343,15,receipt,2019-08-21 04:30:26,2019-08-21 04:31:10,0,157,2795,0,1,,,,,KPU,,,task_solved
1344,16,pack,2019-08-21 04:32:23,2019-08-21 04:33:27,1,157,2795,,,,,,,,,,
1345,16,receipt,2019-08-21 04:34:16,2019-08-21 04:34:36,0,157,2795,0,1,,,,,KPU,,,task_solved
1346,17,pack,2019-08-21 04:53:25,2019-08-21 04:54:11,1,157,2795,,,,,,,,,,
1347,17,pack,2019-08-21 04:55:08,2019-08-21 04:55:53,1,157,2795,,,,,,,,,,
1348,17,receipt,2019-08-21 04:56:42,2019-08-21 04:57:02,0,157,2795,0,2,,,,,KPU,,,task_solved
1349,18,pack,2019-08-21 05:08:25,2019-08-21 05:09:05,1,157,2795,,,,,,,,,,
1350,18,receipt,2019-08-21 05:10:46,2019-08-21 05:10:51,0,157,2795,0,1,,,,,KPU,,,task_solved
1351,19,pack,2019-08-21 05:11:43,2019-08-21 05:12:29,1,157,2795,,,,,,,,,,
1352,19,receipt,2019-08-21 05:13:40,2019-08-21 05:13:47,0,157,2795,0,1,,,,,KPU,,,task_solved
1353,20,pack,2019-08-21 05:14:29,2019-08-21 05:15:19,1,157,2795,,,,,,,,,,
1354,20,pack,2019-08-21 05:16:19,2019-08-21 05:17:10,1,157,2795,,,,,,,,,,
1355,20,receipt,2019-08-21 05:17:51,2019-08-21 05:18:01,0,157,2795,0,2,,,,,KPU,,,task_solved
1356,21,pack,2019-08-21 05:25:00,2019-08-21 05:25:42,1,157,2795,,,,,,,,,,
1357,21,pack,2019-08-21 05:27:19,2019-08-21 05:28:00,1,157,2795,,,,,,,,,,
1358,21,receipt,2019-08-21 05:28:41,2019-08-21 05:29:02,0,157,2795,0,2,,,,,KPU,,,task_solved
1359,22,pack,2019-08-21 05:35:45,2019-08-21 05:36:27,1,157,2795,,,,,,,,,,
1360,22,receipt,2019-08-21 05:38:29,2019-08-21 05:38:36,0,157,2795,0,1,,,,,KPU,,,task_solved
1361,23,pack,2019-08-21 05:39:12,2019-08-21 05:39:59,1,157,2795,,,,,,,,,,
1362,23,receipt,2019-08-21 05:40:51,2019-08-21 05:40:56,0,157,2795,0,1,,,,,KPU,,,task_solved
1363,1,pack,2019-08-21 00:55:12,2019-08-21 00:55:55,1,152,2874,,,,,,,,,,
1364,1,receipt,2019-08-21 00:56:32,2019-08-21 00:56:34,0,152,2874,0,1,,,,,KPU,,,task_solved
1365,2,pack,2019-08-21 00:57:02,2019-08-21 00:57:38,1,152,2874,,,,,,,,,,
1366,2,receipt,2019-08-21 00:58:17,2019-08-21 00:58:19,0,152,2874,0,1,,,,,KPU,,,task_solved
1367,3,pack,2019-08-21 00:58:42,2019-08-21 00:59:24,1,152,2874,,,,,,,,,,
1368,3,receipt,2019-08-21 01:00:01,2019-08-21 01:00:04,0,152,2874,0,1,,,,,KPU,,,task_solved
1369,4,pack,2019-08-21 01:00:34,2019-08-21 01:01:24,1,152,2874,,,,,,,,,,
1370,4,receipt,2019-08-21 01:01:57,2019-08-21 01:02:12,0,152,2874,0,1,,,,,KPU,,,task_solved
1371,5,pack,2019-08-21 01:03:21,2019-08-21 01:04:05,1,152,2874,,,,,,,,,,
1372,5,receipt,2019-08-21 01:04:47,2019-08-21 01:04:59,0,152,2874,0,1,,,,,KPU,,,task_solved
1373,6,pack,2019-08-21 01:05:24,2019-08-21 01:05:58,1,152,2874,,,,,,,,,,
1374,6,receipt,2019-08-21 01:06:42,2019-08-21 01:06:54,0,152,2874,0,1,,,,,KPU,,,task_solved
1375,7,pack,2019-08-21 01:07:17,2019-08-21 01:07:51,1,152,2874,,,,,,,,,,
1376,7,pack,2019-08-21 01:08:41,2019-08-21 01:09:21,1,152,2874,,,,,,,,,,
1377,7,receipt,2019-08-21 01:10:10,2019-08-21 01:10:39,0,152,2874,0,2,,,,,KPU,,,task_solved
1378,8,pack,2019-08-21 01:11:32,2019-08-21 01:12:07,1,152,2874,,,,,,,,,,
1379,8,receipt,2019-08-21 01:13:29,2019-08-21 01:13:48,0,152,2874,0,1,,,,,KPU,,,task_solved
1380,9,pack,2019-08-21 01:14:21,2019-08-21 01:15:11,1,152,2874,,,,,,,,,,
1381,9,receipt,2019-08-21 01:15:50,2019-08-21 01:16:19,0,152,2874,0,1,,,,,KPU,,,task_solved
1382,10,pack,2019-08-21 02:05:04,2019-08-21 02:05:50,1,152,2874,,,,,,,,,,
1383,10,pack,2019-08-21 02:06:24,2019-08-21 02:07:08,1,152,2874,,,,,,,,,,
1384,10,receipt,2019-08-21 02:07:42,2019-08-21 02:08:34,0,152,2874,1,0,,,,,,,,
1385,10,receipt,2019-08-21 02:08:45,2019-08-21 02:09:18,0,152,2874,1,0,,,,,KPU,,,task_solved
1386,11,pack,2019-08-21 02:12:49,2019-08-21 02:13:34,1,152,2874,,,,,,,,,,
1387,11,receipt,2019-08-21 02:14:39,2019-08-21 02:15:01,0,152,2874,0,1,,,,,KPU,,,task_solved
1388,12,pack,2019-08-21 02:16:14,2019-08-21 02:17:21,1,152,2874,,,,,,,,,,
1389,12,alarm,2019-08-21 02:16:51,None,1,152,2874,,,,,,,,,,
1390,12,receipt,2019-08-21 02:17:40,2019-08-21 02:17:58,0,152,2874,1,0,,,,mix_task,KPU,,,task_solved
1391,13,pack,2019-08-21 02:18:37,2019-08-21 02:19:33,1,152,2874,,,,,,,,,,
1392,13,receipt,2019-08-21 02:20:18,2019-08-21 02:20:38,0,152,2874,0,1,,,,,KPU,,,task_solved
1393,14,pack,2019-08-21 02:21:14,2019-08-21 02:21:55,1,152,2874,,,,,,,,,,
1394,14,pack,2019-08-21 02:22:26,2019-08-21 02:22:59,1,152,2874,,,,,,,,,,
1395,14,pack,2019-08-21 02:23:32,2019-08-21 02:24:11,1,152,2874,,,,,,,,,,
1396,14,receipt,2019-08-21 02:24:47,2019-08-21 02:25:01,0,152,2874,0,3,,,,,KPU,,,task_solved
1397,15,pack,2019-08-21 02:25:32,2019-08-21 02:26:04,1,152,2874,,,,,,,,,,
1398,15,receipt,2019-08-21 02:26:50,2019-08-21 02:26:59,0,152,2874,0,1,,,,,KPU,,,task_solved
1399,16,pack,2019-08-21 02:27:22,2019-08-21 02:27:54,1,152,2874,,,,,,,,,,
1400,16,receipt,2019-08-21 02:28:42,2019-08-21 02:28:44,0,152,2874,0,1,,,,,KPU,,,task_solved
1401,17,pack,2019-08-21 02:30:30,2019-08-21 02:31:13,1,152,2874,,,,,,,,,,
1402,17,receipt,2019-08-21 02:32:12,2019-08-21 02:32:24,0,152,2874,0,1,,,,,KPU,,,task_solved
1403,18,pack,2019-08-21 02:32:58,2019-08-21 02:33:38,1,152,2874,,,,,,,,,,
1404,18,receipt,2019-08-21 02:35:07,2019-08-21 02:35:09,0,152,2874,0,1,,,,,KPU,,,task_solved
1405,19,pack,2019-08-21 02:43:01,2019-08-21 02:43:35,1,152,2874,,,,,,,,,,
1406,19,receipt,2019-08-21 02:44:20,2019-08-21 02:44:27,0,152,2874,0,1,,,,,KPU,,,task_solved
1407,20,pack,2019-08-21 02:47:29,2019-08-21 02:48:11,1,152,2874,,,,,,,,,,
1408,20,receipt,2019-08-21 02:49:36,2019-08-21 02:49:39,0,152,2874,0,1,,,,,KPU,,,task_solved
1409,21,pack,2019-08-21 02:58:46,2019-08-21 02:59:39,1,152,2874,,,,,,,,,,
1410,21,receipt,2019-08-21 03:00:11,2019-08-21 03:00:15,0,152,2874,0,1,,,,,KPU,,,task_solved
1411,22,pack,2019-08-21 03:24:00,2019-08-21 03:25:40,1,152,2874,,,,,,,,,,
1412,22,receipt,2019-08-21 03:26:35,2019-08-21 03:26:38,0,152,2874,0,1,,,,,KPU,,,task_solved
1413,23,pack,2019-08-21 03:46:01,2019-08-21 03:46:42,1,152,2874,,,,,,,,,,
1414,23,receipt,2019-08-21 03:47:42,2019-08-21 03:47:44,0,152,2874,0,1,,,,,KPU,,,task_solved
1415,24,pack,2019-08-21 03:48:58,2019-08-21 03:50:05,1,152,2874,,,,,,,,,,
1416,24,receipt,2019-08-21 03:50:46,2019-08-21 03:50:49,0,152,2874,1,0,,,,,KPU,,,task_solved
1417,25,pack,2019-08-21 03:51:37,2019-08-21 03:52:13,1,152,2874,,,,,,,,,,
1418,25,issue,2019-08-21 03:52:13,None,1,152,2874,,,,,,,,,,
1419,25,issue,2019-08-21 03:52:13,None,1,152,2874,,,,,,,,,,
1420,25,pack,2019-08-21 03:53:01,2019-08-21 03:53:21,1,152,2874,,,,,,,,,,
1421,25,issue,2019-08-21 03:53:21,None,1,152,2874,,,,,,,,,,
1422,25,receipt,2019-08-21 03:54:04,2019-08-21 03:54:42,0,152,2874,1,0,,,,,KnPU,,,task_doesn't_solved
1423,26,pack,2019-08-21 03:55:17,2019-08-21 03:55:59,1,152,2874,,,,,,,,,,
1424,26,receipt,2019-08-21 03:56:58,2019-08-21 03:57:27,0,152,2874,0,1,,,,,KPU,,,task_solved
1425,27,pack,2019-08-21 04:17:33,2019-08-21 04:17:39,1,152,2874,,,,,,,,,,
1426,27,issue,2019-08-21 04:17:39,None,1,152,2874,,,,,,,,,,
1427,27,issue,2019-08-21 04:17:39,None,1,152,2874,,,,,,,,,,
1428,27,issue,2019-08-21 04:17:39,None,1,152,2874,,,,,,,,,,
1429,27,pack,2019-08-21 04:17:55,2019-08-21 04:19:52,1,152,2874,,,,,,,,,,
1430,27,receipt,2019-08-21 04:20:49,2019-08-21 04:21:03,0,152,2874,1,0,,,,,KnPU,,,task_doesn't_solved
1431,28,pack,2019-08-21 04:22:03,2019-08-21 04:22:33,1,152,2874,,,,,,,,,,
1432,28,receipt,2019-08-21 04:23:10,2019-08-21 04:23:30,0,152,2874,0,1,,,,,KPU,,,task_solved
1433,29,pack,2019-08-21 04:23:57,2019-08-21 04:24:28,1,152,2874,,,,,,,,,,
1434,29,receipt,2019-08-21 04:24:59,2019-08-21 04:25:12,0,152,2874,0,1,,,,,KPU,,,task_solved
1435,30,pack,2019-08-21 04:26:19,2019-08-21 04:27:03,1,152,2874,,,,,,,,,,
1436,30,receipt,2019-08-21 04:27:39,2019-08-21 04:27:42,0,152,2874,0,1,,,,,KPU,,,task_solved
1437,31,pack,2019-08-21 04:28:23,2019-08-21 04:29:13,1,152,2874,,,,,,,,,,
1438,31,receipt,2019-08-21 04:29:53,2019-08-21 04:29:55,0,152,2874,0,1,,,,,KPU,,,task_solved
1439,32,pack,2019-08-21 04:43:03,2019-08-21 04:43:52,1,152,2874,,,,,,,,,,
1440,32,receipt,2019-08-21 04:44:17,2019-08-21 04:44:57,0,152,2874,0,1,,,,,KPU,,,task_solved
1441,33,pack,2019-08-21 04:47:56,2019-08-21 04:48:38,1,152,2874,,,,,,,,,,
1442,33,receipt,2019-08-21 04:49:21,2019-08-21 04:49:38,0,152,2874,0,1,,,,,KPU,,,task_solved
1443,34,pack,2019-08-21 04:56:49,2019-08-21 04:57:28,1,152,2874,,,,,,,,,,
1444,34,receipt,2019-08-21 04:58:26,2019-08-21 04:58:46,0,152,2874,0,1,,,,,KPU,,,task_solved
1445,35,pack,2019-08-21 05:12:25,2019-08-21 05:12:57,1,152,2874,,,,,,,,,,
1446,35,receipt,2019-08-21 05:13:34,2019-08-21 05:13:37,0,152,2874,0,1,,,,,KPU,,,task_solved
1447,36,pack,2019-08-21 05:15:02,2019-08-21 05:15:44,1,152,2874,,,,,,,,,,
1448,36,pack,2019-08-21 05:16:45,2019-08-21 05:17:28,1,152,2874,,,,,,,,,,
1449,36,receipt,2019-08-21 05:17:49,2019-08-21 05:17:52,0,152,2874,0,2,,,,,KPU,,,task_solved
1450,37,pack,2019-08-21 05:30:17,2019-08-21 05:31:05,1,152,2874,,,,,,,,,,
1451,1,pack,2019-08-21 00:57:55,2019-08-21 00:59:08,1,164,28431,,,,,,,,,,
1452,1,receipt,2019-08-21 01:00:43,2019-08-21 01:00:47,0,164,28431,0,1,,,,,KPU,,,task_solved
1453,2,pack,2019-08-21 04:52:45,2019-08-21 04:53:59,1,164,28431,,,,,,,,,,
1454,2,receipt,2019-08-21 04:55:08,2019-08-21 04:55:13,0,164,28431,0,1,,,,,KPU,,,task_solved
1455,3,pack,2019-08-21 04:55:51,2019-08-21 04:56:47,1,164,28431,,,,,,,,,,
1456,3,pack,2019-08-21 04:58:25,2019-08-21 04:59:23,1,164,28431,,,,,,,,,,
1457,3,pack,2019-08-21 05:00:34,2019-08-21 05:01:30,1,164,28431,,,,,,,,,,
1458,3,receipt,2019-08-21 05:02:15,2019-08-21 05:02:24,0,164,28431,0,3,,,,,KPU,,,task_solved
1459,4,pack,2019-08-21 05:02:50,2019-08-21 05:03:45,1,164,28431,,,,,,,,,,
1460,4,receipt,2019-08-21 05:04:51,2019-08-21 05:05:02,0,164,28431,0,1,,,,,KPU,,,task_solved
1461,5,pack,2019-08-21 05:05:35,2019-08-21 05:06:46,1,164,28431,,,,,,,,,,
1462,5,receipt,2019-08-21 05:07:41,2019-08-21 05:07:45,0,164,28431,0,1,,,,,KPU,,,task_solved
1463,6,pack,2019-08-21 05:08:09,2019-08-21 05:09:17,1,164,28431,,,,,,,,,,
1464,6,receipt,2019-08-21 05:10:47,2019-08-21 05:10:54,0,164,28431,0,1,,,,,KPU,,,task_solved
1465,7,pack,2019-08-21 05:11:43,2019-08-21 05:13:00,1,164,28431,,,,,,,,,,
1466,7,pack,2019-08-21 05:15:08,2019-08-21 05:16:15,1,164,28431,,,,,,,,,,
1467,7,pack,2019-08-21 05:19:58,2019-08-21 05:21:11,1,164,28431,,,,,,,,,,
1468,7,receipt,2019-08-21 05:21:30,2019-08-21 05:21:50,0,164,28431,0,3,,,,,KPU,,,task_solved
1469,8,pack,2019-08-21 05:22:24,2019-08-21 05:23:33,1,164,28431,,,,,,,,,,
1470,8,receipt,2019-08-21 05:24:17,2019-08-21 05:24:26,0,164,28431,0,1,,,,,KPU,,,task_solved
1471,9,pack,2019-08-21 05:26:02,2019-08-21 05:27:10,1,164,28431,,,,,,,,,,
1472,9,receipt,2019-08-21 05:28:35,2019-08-21 05:29:01,0,164,28431,0,1,,,,,KPU,,,task_solved
1473,10,pack,2019-08-21 05:33:01,2019-08-21 05:34:04,1,164,28431,,,,,,,,,,
1474,10,receipt,2019-08-21 05:35:53,2019-08-21 05:35:57,0,164,28431,0,1,,,,,KPU,,,task_solved
1475,11,pack,2019-08-21 05:38:42,2019-08-21 05:40:44,1,164,28431,,,,,,,,,,
1476,11,issue,2019-08-21 05:40:44,None,1,164,28431,,,,,,,,,,
1477,11,receipt,2019-08-21 05:42:02,2019-08-21 05:42:39,0,164,28431,0,1,,,,,KPU,,,task_solved
1478,1,pack,2019-08-21 01:03:58,2019-08-21 01:04:41,1,135,2949,,,,,,,,,,
1479,1,pack,2019-08-21 01:06:14,2019-08-21 01:06:56,1,135,2949,,,,,,,,,,
1480,1,receipt,2019-08-21 01:08:02,2019-08-21 01:08:11,0,135,2949,0,2,,,,,KPU,,,task_solved
1481,2,pack,2019-08-21 01:41:31,2019-08-21 01:42:17,1,135,2949,,,,,,,,,,
1482,2,receipt,2019-08-21 01:43:27,2019-08-21 01:43:45,0,135,2949,0,1,,,,,KPU,,,task_solved
1483,3,pack,2019-08-21 01:44:36,2019-08-21 01:45:23,1,135,2949,,,,,,,,,,
1484,3,pack,2019-08-21 01:47:49,2019-08-21 01:48:34,1,135,2949,,,,,,,,,,
1485,3,receipt,2019-08-21 01:49:46,2019-08-21 01:49:51,0,135,2949,0,2,,,,,KPU,,,task_solved
1486,4,pack,2019-08-21 01:57:34,2019-08-21 01:58:25,1,135,2949,,,,,,,,,,
1487,4,receipt,2019-08-21 01:59:42,2019-08-21 01:59:55,0,135,2949,0,1,,,,,KPU,,,task_solved
1488,5,pack,2019-08-21 05:03:26,2019-08-21 05:04:10,1,135,2949,,,,,,,,,,
1489,5,receipt,2019-08-21 05:06:18,2019-08-21 05:07:14,0,135,2949,0,1,,,,,KPU,,,task_solved
1490,6,pack,2019-08-21 05:25:52,2019-08-21 05:26:36,1,135,2949,,,,,,,,,,
1491,6,pack,2019-08-21 05:28:34,2019-08-21 05:29:16,1,135,2949,,,,,,,,,,
1492,6,pack,2019-08-21 05:30:43,2019-08-21 05:31:25,1,135,2949,,,,,,,,,,
1493,6,receipt,2019-08-21 05:32:52,2019-08-21 05:33:29,0,135,2949,0,3,,,,,KPU,,,task_solved
1494,7,pack,2019-08-21 05:36:20,2019-08-21 05:37:04,1,135,2949,,,,,,,,,,
1495,7,receipt,2019-08-21 05:39:34,2019-08-21 05:39:55,0,135,2949,0,1,,,,,KPU,,,task_solved
1496,8,pack,2019-08-21 05:40:41,2019-08-21 05:41:24,1,135,2949,,,,,,,,,,
1497,8,receipt,2019-08-21 05:42:35,2019-08-21 05:42:39,0,135,2949,0,1,,,,,KPU,,,task_solved
1498,1,pack,2019-08-21 01:10:29,2019-08-21 01:11:06,1,156,2880,,,,,,,,,,
1499,1,receipt,2019-08-21 01:10:18,2019-08-21 01:11:43,1,156,2880,0,1,,,,,KPU,,,task_solved
1500,2,pack,2019-08-21 01:34:06,2019-08-21 01:34:46,1,156,2880,,,,,,,,,,
1501,2,receipt,2019-08-21 01:36:06,2019-08-21 01:36:36,0,156,2880,0,1,,,,,KPU,,,task_solved
1502,3,pack,2019-08-21 01:37:16,2019-08-21 01:37:55,1,156,2880,,,,,,,,,,
1503,3,receipt,2019-08-21 01:38:33,2019-08-21 01:38:39,0,156,2880,0,1,,,,,KPU,,,task_solved
1504,4,pack,2019-08-21 01:55:15,2019-08-21 01:55:55,1,156,2880,,,,,,,,,,
1505,4,receipt,2019-08-21 01:55:07,2019-08-21 01:56:33,1,156,2880,0,1,,,,,KPU,,,task_solved
1506,5,pack,2019-08-21 02:11:59,2019-08-21 02:12:40,1,156,2880,,,,,,,,,,
1507,5,receipt,2019-08-21 02:11:50,2019-08-21 02:13:23,1,156,2880,0,1,,,,,KPU,,,task_solved
1508,6,pack,2019-08-21 02:14:10,2019-08-21 02:14:58,1,156,2880,,,,,,,,,,
1509,6,receipt,2019-08-21 02:15:23,2019-08-21 02:15:26,0,156,2880,0,1,,,,,KPU,,,task_solved
1510,7,pack,2019-08-21 02:35:52,2019-08-21 02:36:29,1,156,2880,,,,,,,,,,
1511,7,receipt,2019-08-21 02:35:43,2019-08-21 02:37:30,1,156,2880,0,1,,,,,KPU,,,task_solved
1512,8,pack,2019-08-21 02:38:20,2019-08-21 02:38:58,1,156,2880,,,,,,,,,,
1513,8,pack,2019-08-21 02:39:44,2019-08-21 02:40:23,1,156,2880,,,,,,,,,,
1514,8,receipt,2019-08-21 02:41:01,2019-08-21 02:41:06,0,156,2880,0,2,,,,,KPU,,,task_solved
1515,9,pack,2019-08-21 02:42:02,2019-08-21 02:42:44,1,156,2880,,,,,,,,,,
1516,9,receipt,2019-08-21 02:43:16,2019-08-21 02:43:19,0,156,2880,0,1,,,,,KPU,,,task_solved
1517,10,pack,2019-08-21 02:43:54,2019-08-21 02:44:31,1,156,2880,,,,,,,,,,
1518,10,receipt,2019-08-21 02:43:44,2019-08-21 02:45:06,1,156,2880,0,1,,,,,KPU,,,task_solved
1519,11,pack,2019-08-21 02:45:41,2019-08-21 02:46:19,1,156,2880,,,,,,,,,,
1520,11,receipt,2019-08-21 02:46:52,2019-08-21 02:47:02,0,156,2880,0,1,,,,,KPU,,,task_solved
1521,12,pack,2019-08-21 02:48:05,2019-08-21 02:49:09,1,156,2880,,,,,,,,,,
1522,12,receipt,2019-08-21 02:47:56,2019-08-21 02:50:07,1,156,2880,1,0,,,,,KPU,,,task_solved
1523,13,pack,2019-08-21 02:53:05,2019-08-21 02:55:19,1,156,2880,,,,,,,,,,
1524,13,alarm,2019-08-21 02:53:13,None,1,156,2880,,,,,,,,,,
1525,13,issue,2019-08-21 02:55:19,None,1,156,2880,,,,,,,,,,
1526,13,receipt,2019-08-21 02:52:57,2019-08-21 02:55:58,1,156,2880,1,0,,,,mix_task,KPU,,,task_solved
1527,14,pack,2019-08-21 02:58:51,2019-08-21 02:59:50,1,156,2880,,,,,,,,,,
1528,14,receipt,2019-08-21 02:58:36,2019-08-21 03:01:18,1,156,2880,1,0,,,,,KPU,,,task_solved
1529,15,pack,2019-08-21 03:23:55,2019-08-21 03:24:34,1,156,2880,,,,,,,,,,
1530,15,receipt,2019-08-21 03:23:46,2019-08-21 03:25:14,1,156,2880,0,1,,,,,KPU,,,task_solved
1531,16,pack,2019-08-21 03:35:18,2019-08-21 03:36:00,1,156,2880,,,,,,,,,,
1532,16,receipt,2019-08-21 03:35:05,2019-08-21 03:36:53,1,156,2880,0,1,,,,,KPU,,,task_solved
1533,17,pack,2019-08-21 03:37:58,2019-08-21 03:38:38,1,156,2880,,,,,,,,,,
1534,17,receipt,2019-08-21 03:37:50,2019-08-21 03:39:38,1,156,2880,0,1,,,,,KPU,,,task_solved
1535,18,pack,2019-08-21 03:40:15,2019-08-21 03:40:54,1,156,2880,,,,,,,,,,
1536,18,receipt,2019-08-21 03:40:08,2019-08-21 03:41:36,1,156,2880,0,1,,,,,KPU,,,task_solved
1537,19,pack,2019-08-21 03:47:24,2019-08-21 03:48:02,1,156,2880,,,,,,,,,,
1538,19,receipt,2019-08-21 03:49:01,2019-08-21 03:49:05,0,156,2880,0,1,,,,,KPU,,,task_solved
1539,20,pack,2019-08-21 03:49:59,2019-08-21 03:50:42,1,156,2880,,,,,,,,,,
1540,20,receipt,2019-08-21 03:49:46,2019-08-21 03:51:20,1,156,2880,0,1,,,,,KPU,,,task_solved
1541,21,pack,2019-08-21 03:52:47,2019-08-21 03:53:23,1,156,2880,,,,,,,,,,
1542,21,receipt,2019-08-21 03:52:40,2019-08-21 03:54:19,1,156,2880,0,1,,,,,KPU,,,task_solved
1543,22,pack,2019-08-21 03:55:02,2019-08-21 03:55:37,1,156,2880,,,,,,,,,,
1544,22,receipt,2019-08-21 03:54:54,2019-08-21 03:56:27,1,156,2880,0,1,,,,,KPU,,,task_solved
1545,23,pack,2019-08-21 03:57:01,2019-08-21 03:57:39,1,156,2880,,,,,,,,,,
1546,23,receipt,2019-08-21 03:56:54,2019-08-21 03:58:16,1,156,2880,0,1,,,,,KPU,,,task_solved
1547,24,pack,2019-08-21 03:59:07,2019-08-21 03:59:47,1,156,2880,,,,,,,,,,
1548,24,receipt,2019-08-21 03:58:58,2019-08-21 04:01:00,1,156,2880,0,1,,,,,KPU,,,task_solved
1549,25,pack,2019-08-21 04:05:17,2019-08-21 04:06:07,1,156,2880,,,,,,,,,,
1550,25,receipt,2019-08-21 04:08:12,2019-08-21 04:08:20,0,156,2880,0,1,,,,,KPU,,,task_solved
1551,26,pack,2019-08-21 04:10:31,2019-08-21 04:11:10,1,156,2880,,,,,,,,,,
1552,26,receipt,2019-08-21 04:12:30,2019-08-21 04:12:36,0,156,2880,0,1,,,,,KPU,,,task_solved
1553,27,pack,2019-08-21 04:13:19,2019-08-21 04:14:08,1,156,2880,,,,,,,,,,
1554,27,receipt,2019-08-21 04:15:09,2019-08-21 04:15:16,0,156,2880,0,1,,,,,KPU,,,task_solved
1555,28,pack,2019-08-21 04:15:51,2019-08-21 04:16:37,1,156,2880,,,,,,,,,,
1556,28,receipt,2019-08-21 04:17:46,2019-08-21 04:18:02,0,156,2880,0,1,,,,,KPU,,,task_solved
1557,29,pack,2019-08-21 04:18:33,2019-08-21 04:19:13,1,156,2880,,,,,,,,,,
1558,29,receipt,2019-08-21 04:20:07,2019-08-21 04:22:30,0,156,2880,0,1,,,,,KPU,,,task_solved
1559,30,pack,2019-08-21 04:23:18,2019-08-21 04:23:56,1,156,2880,,,,,,,,,,
1560,30,receipt,2019-08-21 04:25:04,2019-08-21 04:25:21,0,156,2880,0,1,,,,,KPU,,,task_solved
1561,31,pack,2019-08-21 04:26:08,2019-08-21 04:26:53,1,156,2880,,,,,,,,,,
1562,31,receipt,2019-08-21 04:27:19,2019-08-21 04:27:34,0,156,2880,0,1,,,,,KPU,,,task_solved
1563,32,pack,2019-08-21 04:31:03,2019-08-21 04:31:40,1,156,2880,,,,,,,,,,
1564,32,receipt,2019-08-21 04:28:48,2019-08-21 04:32:23,1,156,2880,0,1,,,,,KPU,,,task_solved
1565,33,pack,2019-08-21 04:41:36,2019-08-21 04:42:12,1,156,2880,,,,,,,,,,
1566,33,receipt,2019-08-21 04:41:29,2019-08-21 04:43:00,1,156,2880,0,1,,,,,KPU,,,task_solved
1567,34,pack,2019-08-21 04:45:22,2019-08-21 04:46:04,1,156,2880,,,,,,,,,,
1568,34,receipt,2019-08-21 04:46:45,2019-08-21 04:46:48,0,156,2880,0,1,,,,,KPU,,,task_solved
1569,35,pack,2019-08-21 04:47:42,2019-08-21 04:48:23,1,156,2880,,,,,,,,,,
1570,35,receipt,2019-08-21 04:48:54,2019-08-21 04:49:04,0,156,2880,0,1,,,,,KPU,,,task_solved
1571,36,pack,2019-08-21 04:51:56,2019-08-21 04:52:45,1,156,2880,,,,,,,,,,
1572,36,receipt,2019-08-21 04:53:25,2019-08-21 04:53:36,0,156,2880,0,1,,,,,KPU,,,task_solved
1573,37,pack,2019-08-21 04:54:28,2019-08-21 04:55:14,1,156,2880,,,,,,,,,,
1574,37,receipt,2019-08-21 04:56:10,2019-08-21 04:56:14,0,156,2880,0,1,,,,,KPU,,,task_solved
1575,38,pack,2019-08-21 05:00:37,2019-08-21 05:01:21,1,156,2880,,,,,,,,,,
1576,38,receipt,2019-08-21 05:02:17,2019-08-21 05:02:23,0,156,2880,0,1,,,,,KPU,,,task_solved
1577,39,pack,2019-08-21 05:08:11,2019-08-21 05:09:04,1,156,2880,,,,,,,,,,
1578,39,receipt,2019-08-21 05:07:53,2019-08-21 05:09:49,1,156,2880,0,1,,,,,KPU,,,task_solved
1579,40,pack,2019-08-21 05:11:09,2019-08-21 05:11:51,1,156,2880,,,,,,,,,,
1580,40,pack,2019-08-21 05:12:31,2019-08-21 05:13:16,1,156,2880,,,,,,,,,,
1581,40,receipt,2019-08-21 05:10:59,2019-08-21 05:13:45,1,156,2880,0,2,,,,,KPU,,,task_solved
1582,41,pack,2019-08-21 05:14:29,2019-08-21 05:15:14,1,156,2880,,,,,,,,,,
1583,41,receipt,2019-08-21 05:14:21,2019-08-21 05:15:48,1,156,2880,0,1,,,,,KPU,,,task_solved
1584,42,pack,2019-08-21 05:16:18,2019-08-21 05:16:55,1,156,2880,,,,,,,,,,
1585,42,receipt,2019-08-21 05:16:09,2019-08-21 05:17:34,1,156,2880,0,1,,,,,KPU,,,task_solved
1586,43,pack,2019-08-21 05:18:12,2019-08-21 05:18:52,1,156,2880,,,,,,,,,,
1587,43,receipt,2019-08-21 05:18:06,2019-08-21 05:19:24,1,156,2880,0,1,,,,,KPU,,,task_solved
1588,44,pack,2019-08-21 05:20:03,2019-08-21 05:20:43,1,156,2880,,,,,,,,,,
